"","ID","FATHER","MOTHER"
"775","Baboon_1620",NA,"Baboon_1366"
"776","Baboon_1430",NA,"Baboon_1366"
"777","Baboon_1679",NA,"Baboon_1366"
"778","Baboon_1750",NA,"Baboon_1366"
"779","Baboon_1302",NA,"Baboon_1366"
"780","Baboon_1294",NA,"Baboon_81"
"781","Baboon_1480",NA,"Baboon_81"
"782","Baboon_1998",NA,"Baboon_81"
"783","Baboon_1478",NA,"Baboon_236"
"784","Baboon_1907",NA,"Baboon_1302"
"785","Baboon_1161",NA,"Baboon_87"
"786","Baboon_1697",NA,"Baboon_87"
"787","Baboon_1355",NA,"Baboon_349"
"788","Baboon_1265",NA,"Baboon_87"
"789","Baboon_1447",NA,"Baboon_238"
"790","Baboon_1120",NA,"Baboon_88"
"791","Baboon_1486",NA,"Baboon_1886"
"792","Baboon_2117",NA,"Baboon_1037"
"793","Baboon_1190",NA,"Baboon_2067"
"794","Baboon_1726",NA,"Baboon_2067"
"795","Baboon_1689",NA,"Baboon_1037"
"796","Baboon_1542",NA,"Baboon_2067"
"797","Baboon_1318",NA,"Baboon_1566"
"798","Baboon_1729",NA,"Baboon_94"
"799","Baboon_102",NA,"Baboon_95"
"800","Baboon_1775",NA,"Baboon_95"
"801","Baboon_2078",NA,"Baboon_1566"
"802","Baboon_1239",NA,"Baboon_1669"
"803","Baboon_1057",NA,"Baboon_95"
"804","Baboon_1037",NA,"Baboon_1566"
"805","Baboon_1213",NA,"Baboon_95"
"806","Baboon_2081",NA,"Baboon_95"
"807","Baboon_1133",NA,"Baboon_1287"
"808","Baboon_1131",NA,"Baboon_361"
"809","Baboon_1077",NA,"Baboon_362"
"810","Baboon_1550",NA,"Baboon_362"
"811","Baboon_1618",NA,"Baboon_362"
"812","Baboon_1601",NA,"Baboon_2101"
"813","Baboon_1329",NA,"Baboon_2101"
"814","Baboon_1850",NA,"Baboon_245"
"815","Baboon_1995",NA,"Baboon_245"
"816","Baboon_370",NA,NA
"817","Baboon_1253",NA,"Baboon_99"
"818","Baboon_1623",NA,"Baboon_99"
"819","Baboon_1981",NA,"Baboon_246"
"820","Baboon_1262",NA,"Baboon_247"
"821","Baboon_1105",NA,"Baboon_102"
"822","Baboon_1551",NA,"Baboon_1594"
"823","Baboon_1180",NA,"Baboon_247"
"824","Baboon_1370",NA,"Baboon_102"
"825","Baboon_1219",NA,"Baboon_1875"
"826","Baboon_1942",NA,"Baboon_1801"
"827","Baboon_1526",NA,"Baboon_102"
"828","Baboon_1628",NA,"Baboon_1801"
"829","Baboon_1752",NA,"Baboon_102"
"830","Baboon_1009",NA,"Baboon_1875"
"831","Baboon_1734",NA,"Baboon_103"
"832","Baboon_1759",NA,NA
"833","Baboon_1247",NA,"Baboon_249"
"834","Baboon_2124",NA,"Baboon_249"
"835","Baboon_1966",NA,"Baboon_105"
"836","Baboon_1854",NA,"Baboon_368"
"837","Baboon_1867",NA,"Baboon_105"
"838","Baboon_1210",NA,"Baboon_250"
"839","Baboon_1960",NA,"Baboon_374"
"840","Baboon_1085",NA,"Baboon_250"
"841","Baboon_73",NA,"Baboon_106"
"842","Baboon_1074",NA,"Baboon_250"
"843","Baboon_1934",NA,"Baboon_106"
"844","Baboon_1955",NA,"Baboon_251"
"845","Baboon_1905",NA,"Baboon_106"
"846","Baboon_2108",NA,"Baboon_107"
"847","Baboon_2123",NA,"Baboon_492"
"848","Baboon_1691",NA,"Baboon_252"
"849","Baboon_1229",NA,"Baboon_378"
"850","Baboon_1188",NA,"Baboon_107"
"851","Baboon_1997",NA,"Baboon_107"
"852","Baboon_1736",NA,"Baboon_107"
"853","Baboon_1338",NA,"Baboon_107"
"854","Baboon_1245",NA,"Baboon_253"
"855","Baboon_1199",NA,"Baboon_253"
"856","Baboon_1822",NA,"Baboon_379"
"857","Baboon_1488",NA,"Baboon_253"
"858","Baboon_1846",NA,"Baboon_109"
"859","Baboon_1068",NA,"Baboon_1622"
"860","Baboon_1788",NA,"Baboon_111"
"861","Baboon_1055",NA,"Baboon_1622"
"862","Baboon_1581",NA,"Baboon_255"
"863","Baboon_1330",NA,"Baboon_298"
"864","Baboon_1891",NA,"Baboon_111"
"865","Baboon_1033",NA,"Baboon_1520"
"866","Baboon_1882",NA,"Baboon_113"
"867","Baboon_1984",NA,"Baboon_493"
"868","Baboon_1600",NA,NA
"869","Baboon_1014",NA,"Baboon_113"
"870","Baboon_174",NA,NA
"871","Baboon_1373",NA,"Baboon_258"
"872","Baboon_1197",NA,"Baboon_494"
"873","Baboon_1108",NA,"Baboon_2035"
"874","Baboon_1533",NA,"Baboon_113"
"875","Baboon_1388",NA,"Baboon_114"
"876","Baboon_1454",NA,"Baboon_114"
"877","Baboon_1352",NA,"Baboon_263"
"878","Baboon_1136",NA,"Baboon_390"
"879","Baboon_1389",NA,"Baboon_1790"
"880","Baboon_1497",NA,"Baboon_118"
"881","Baboon_1901",NA,"Baboon_118"
"882","Baboon_1573",NA,"Baboon_118"
"883","Baboon_1251",NA,"Baboon_120"
"884","Baboon_1035",NA,"Baboon_120"
"885","Baboon_1828",NA,"Baboon_2114"
"886","Baboon_113",NA,"Baboon_1518"
"887","Baboon_1121",NA,"Baboon_123"
"888","Baboon_1218",NA,"Baboon_125"
"889","Baboon_2047",NA,"Baboon_395"
"890","Baboon_1214",NA,"Baboon_395"
"891","Baboon_1314",NA,"Baboon_125"
"892","Baboon_1376",NA,"Baboon_125"
"893","Baboon_1733",NA,"Baboon_2008"
"894","Baboon_1935",NA,"Baboon_2008"
"895","Baboon_1518",NA,"Baboon_2008"
"896","Baboon_1753",NA,"Baboon_2008"
"897","Baboon_1246",NA,"Baboon_2008"
"898","Baboon_1908",NA,"Baboon_127"
"899","Baboon_1641",NA,"Baboon_127"
"900","Baboon_1308",NA,"Baboon_1222"
"901","Baboon_2055",NA,"Baboon_130"
"902","Baboon_2008",NA,"Baboon_1968"
"903","Baboon_2019",NA,"Baboon_1968"
"904","Baboon_1541",NA,"Baboon_1968"
"905","Baboon_1847",NA,"Baboon_1968"
"906","Baboon_1493",NA,"Baboon_1968"
"907","Baboon_1511",NA,"Baboon_1968"
"908","Baboon_2020",NA,"Baboon_2029"
"909","Baboon_1990",NA,"Baboon_2029"
"910","Baboon_1730",NA,"Baboon_2029"
"911","Baboon_1019",NA,"Baboon_1489"
"912","Baboon_1163",NA,"Baboon_135"
"913","Baboon_1490",NA,"Baboon_135"
"914","Baboon_1929",NA,"Baboon_135"
"915","Baboon_1817",NA,"Baboon_136"
"916","Baboon_1438",NA,"Baboon_273"
"917","Baboon_1900",NA,"Baboon_136"
"918","Baboon_1432",NA,"Baboon_275"
"919","Baboon_1602",NA,"Baboon_275"
"920","Baboon_1344",NA,"Baboon_1291"
"921","Baboon_2092",NA,"Baboon_136"
"922","Baboon_2110",NA,"Baboon_136"
"923","Baboon_1670",NA,"Baboon_140"
"924","Baboon_1086",NA,"Baboon_140"
"925","Baboon_1685",NA,"Baboon_277"
"926","Baboon_1384",NA,"Baboon_277"
"927","Baboon_1694",NA,"Baboon_140"
"928","Baboon_1845",NA,"Baboon_1291"
"929","Baboon_1937",NA,"Baboon_141"
"930","Baboon_1545",NA,"Baboon_1227"
"931","Baboon_1539",NA,"Baboon_1227"
"932","Baboon_1203",NA,"Baboon_1227"
"933","Baboon_1897",NA,"Baboon_1227"
"934","Baboon_1909",NA,"Baboon_1227"
"935","Baboon_1147",NA,"Baboon_143"
"936","Baboon_1838",NA,"Baboon_278"
"937","Baboon_1433",NA,"Baboon_403"
"938","Baboon_1688",NA,"Baboon_403"
"939","Baboon_1953",NA,"Baboon_403"
"940","Baboon_1444",NA,"Baboon_144"
"941","Baboon_1440",NA,"Baboon_2010"
"942","Baboon_1160",NA,"Baboon_144"
"943","Baboon_1559",NA,"Baboon_1406"
"944","Baboon_1420",NA,"Baboon_1406"
"945","Baboon_1570",NA,"Baboon_1406"
"946","Baboon_1378",NA,"Baboon_145"
"947","Baboon_1825",NA,"Baboon_148"
"948","Baboon_1932",NA,"Baboon_148"
"949","Baboon_1089",NA,"Baboon_148"
"950","Baboon_1110",NA,"Baboon_150"
"951","Baboon_2031",NA,"Baboon_285"
"952","Baboon_1495",NA,"Baboon_285"
"953","Baboon_1544",NA,"Baboon_324"
"954","Baboon_1200",NA,"Baboon_285"
"955","Baboon_1952",NA,"Baboon_407"
"956","Baboon_1636",NA,"Baboon_1963"
"957","Baboon_1477",NA,"Baboon_1963"
"958","Baboon_1098",NA,"Baboon_286"
"959","Baboon_1576",NA,"Baboon_286"
"960","Baboon_1501",NA,"Baboon_1636"
"961","Baboon_1917",NA,"Baboon_506"
"962","Baboon_1174",NA,"Baboon_506"
"963","Baboon_2053",NA,"Baboon_1545"
"964","Baboon_1298",NA,"Baboon_1567"
"965","Baboon_1580",NA,"Baboon_1567"
"966","Baboon_1737",NA,"Baboon_1567"
"967","Baboon_1986",NA,"Baboon_1567"
"968","Baboon_1564",NA,"Baboon_1567"
"969","Baboon_1126",NA,"Baboon_1567"
"970","Baboon_1102",NA,"Baboon_1567"
"971","Baboon_1593",NA,"Baboon_165"
"972","Baboon_1876",NA,"Baboon_169"
"973","Baboon_1008",NA,"Baboon_290"
"974","Baboon_1184",NA,"Baboon_171"
"975","Baboon_1001",NA,"Baboon_171"
"976","Baboon_1427",NA,"Baboon_1219"
"977","Baboon_1426",NA,"Baboon_294"
"978","Baboon_1954",NA,"Baboon_1225"
"979","Baboon_1321",NA,"Baboon_413"
"980","Baboon_1903",NA,"Baboon_298"
"981","Baboon_1353",NA,"Baboon_178"
"982","Baboon_1983",NA,"Baboon_178"
"983","Baboon_1744",NA,"Baboon_1196"
"984","Baboon_1186",NA,"Baboon_1310"
"985","Baboon_1824",NA,"Baboon_1297"
"986","Baboon_1015",NA,"Baboon_1607"
"987","Baboon_1011",NA,"Baboon_300"
"988","Baboon_1549",NA,"Baboon_1297"
"989","Baboon_1270",NA,"Baboon_1297"
"990","Baboon_1482",NA,"Baboon_1297"
"991","Baboon_186",NA,"Baboon_1297"
"992","Baboon_1832",NA,"Baboon_1297"
"993","Baboon_2062",NA,"Baboon_1297"
"994","Baboon_1435",NA,"Baboon_1297"
"995","Baboon_2041",NA,"Baboon_1297"
"996","Baboon_1720",NA,"Baboon_180"
"997","Baboon_1797",NA,"Baboon_180"
"998","Baboon_1611",NA,"Baboon_417"
"999","Baboon_1989",NA,"Baboon_301"
"1000","Baboon_1945",NA,"Baboon_304"
"1001","Baboon_1659",NA,"Baboon_181"
"1002","Baboon_1065",NA,"Baboon_181"
"1003","Baboon_1677",NA,"Baboon_181"
"1004","Baboon_1300",NA,"Baboon_1051"
"1005","Baboon_1812",NA,"Baboon_1051"
"1006","Baboon_1675",NA,"Baboon_2041"
"1007","Baboon_1782",NA,"Baboon_2041"
"1008","Baboon_1405",NA,"Baboon_2041"
"1009","Baboon_1094",NA,"Baboon_2041"
"1010","Baboon_1407",NA,"Baboon_2059"
"1011","Baboon_1835",NA,"Baboon_2041"
"1012","Baboon_1567",NA,"Baboon_2059"
"1013","Baboon_1301",NA,"Baboon_1936"
"1014","Baboon_1880",NA,"Baboon_309"
"1015","Baboon_1113",NA,"Baboon_309"
"1016","Baboon_1337",NA,"Baboon_309"
"1017","Baboon_1767",NA,"Baboon_1936"
"1018","Baboon_1940",NA,"Baboon_1978"
"1019","Baboon_1967",NA,"Baboon_309"
"1020","Baboon_2121",NA,"Baboon_1834"
"1021","Baboon_1351",NA,"Baboon_425"
"1022","Baboon_1748",NA,"Baboon_311"
"1023","Baboon_2049",NA,"Baboon_426"
"1024","Baboon_1451",NA,"Baboon_427"
"1025","Baboon_1256",NA,"Baboon_523"
"1026","Baboon_1062",NA,"Baboon_311"
"1027","Baboon_1958",NA,"Baboon_1395"
"1028","Baboon_1096",NA,"Baboon_196"
"1029","Baboon_1527",NA,"Baboon_196"
"1030","Baboon_1574",NA,"Baboon_198"
"1031","Baboon_1144",NA,"Baboon_198"
"1032","Baboon_1052",NA,"Baboon_198"
"1033","Baboon_1572",NA,"Baboon_313"
"1034","Baboon_1123",NA,"Baboon_313"
"1035","Baboon_1500",NA,"Baboon_313"
"1036","Baboon_1536",NA,"Baboon_199"
"1037","Baboon_1361",NA,"Baboon_199"
"1038","Baboon_1379",NA,"Baboon_431"
"1039","Baboon_1274",NA,"Baboon_431"
"1040","Baboon_1228",NA,"Baboon_313"
"1041","Baboon_1529",NA,"Baboon_200"
"1042","Baboon_1398",NA,"Baboon_1810"
"1043","Baboon_1010",NA,"Baboon_1566"
"1044","Baboon_1429",NA,"Baboon_1810"
"1045","Baboon_1629",NA,"Baboon_1810"
"1046","Baboon_1198",NA,"Baboon_1810"
"1047","Baboon_1281",NA,"Baboon_201"
"1048","Baboon_1016",NA,"Baboon_1091"
"1049","Baboon_1303",NA,"Baboon_1091"
"1050","Baboon_1410",NA,"Baboon_319"
"1051","Baboon_1216",NA,"Baboon_319"
"1052","Baboon_1207",NA,"Baboon_320"
"1053","Baboon_2109",NA,"Baboon_1169"
"1054","Baboon_1865",NA,"Baboon_204"
"1055","Baboon_1612",NA,"Baboon_320"
"1056","Baboon_1650",NA,"Baboon_534"
"1057","Baboon_1059",NA,"Baboon_1169"
"1058","Baboon_194",NA,"Baboon_204"
"1059","Baboon_1852",NA,"Baboon_204"
"1060","Baboon_1577",NA,"Baboon_206"
"1061","Baboon_1780",NA,"Baboon_245"
"1062","Baboon_2095",NA,"Baboon_1861"
"1063","Baboon_1431",NA,"Baboon_1861"
"1064","Baboon_1687",NA,"Baboon_1861"
"1065","Baboon_1904",NA,"Baboon_1861"
"1066","Baboon_1368",NA,"Baboon_1563"
"1067","Baboon_1452",NA,"Baboon_1563"
"1068","Baboon_1391",NA,"Baboon_1563"
"1069","Baboon_1820",NA,"Baboon_1563"
"1070","Baboon_1278",NA,"Baboon_1563"
"1071","Baboon_1930",NA,"Baboon_1549"
"1072","Baboon_2032",NA,"Baboon_209"
"1073","Baboon_1299",NA,"Baboon_444"
"1074","Baboon_2075",NA,"Baboon_249"
"1075","Baboon_1654",NA,"Baboon_209"
"1076","Baboon_1613",NA,"Baboon_444"
"1077","Baboon_1770",NA,"Baboon_209"
"1078","Baboon_525",NA,"Baboon_1916"
"1079","Baboon_2003",NA,"Baboon_1598"
"1080","Baboon_1271",NA,"Baboon_539"
"1081","Baboon_1813",NA,"Baboon_407"
"1082","Baboon_1374",NA,"Baboon_1598"
"1083","Baboon_1964",NA,"Baboon_216"
"1084","Baboon_1002",NA,"Baboon_445"
"1085","Baboon_1692",NA,"Baboon_219"
"1086","Baboon_1335",NA,"Baboon_219"
"1087","Baboon_1701",NA,"Baboon_1198"
"1088","Baboon_2060",NA,"Baboon_1343"
"1089","Baboon_1599",NA,"Baboon_1422"
"1090","Baboon_2030",NA,"Baboon_540"
"1091","Baboon_2130",NA,"Baboon_2087"
"1092","Baboon_2026",NA,"Baboon_2087"
"1093","Baboon_1922",NA,"Baboon_1343"
"1094","Baboon_1568",NA,"Baboon_332"
"1095","Baboon_2046",NA,"Baboon_2087"
"1096","Baboon_1206",NA,"Baboon_1974"
"1097","Baboon_1345",NA,"Baboon_1974"
"1098","Baboon_1918",NA,"Baboon_1171"
"1099","Baboon_1532",NA,"Baboon_333"
"1100","Baboon_1386",NA,"Baboon_2111"
"1101","Baboon_1944",NA,"Baboon_333"
"1102","Baboon_1263",NA,"Baboon_333"
"1103","Baboon_1230",NA,"Baboon_1310"
"1104","Baboon_1607",NA,NA
"1105","Baboon_1017",NA,"Baboon_1520"
"1106","Baboon_1696",NA,"Baboon_255"
"1107","Baboon_1792",NA,"Baboon_448"
"1108","Baboon_2066",NA,"Baboon_1639"
"1109","Baboon_363",NA,"Baboon_1639"
"1110","Baboon_1634",NA,"Baboon_1639"
"1111","Baboon_1783",NA,"Baboon_1122"
"1112","Baboon_1319",NA,"Baboon_1122"
"1113","Baboon_1987",NA,"Baboon_1122"
"1114","Baboon_1761",NA,"Baboon_1528"
"1115","Baboon_1857",NA,"Baboon_1248"
"1116","Baboon_1524",NA,"Baboon_1528"
"1117","Baboon_1414",NA,"Baboon_336"
"1118","Baboon_1122",NA,"Baboon_1811"
"1119","Baboon_1387",NA,"Baboon_1811"
"1120","Baboon_1476",NA,"Baboon_1042"
"1121","Baboon_1310",NA,NA
"1122","Baboon_2104",NA,"Baboon_1716"
"1123","Baboon_576",NA,"Baboon_570"
"1124","Baboon_1158",NA,"Baboon_1741"
"1125","Baboon_1719",NA,"Baboon_1042"
"1126","Baboon_2086",NA,"Baboon_1513"
"1127","Baboon_1590",NA,"Baboon_1591"
"1128","Baboon_1894",NA,"Baboon_1513"
"1129","Baboon_2111",NA,"Baboon_1513"
"1130","Baboon_1543",NA,"Baboon_1513"
"1131","Baboon_1902",NA,"Baboon_1513"
"1132","Baboon_1336",NA,"Baboon_587"
"1133","Baboon_1754",NA,"Baboon_226"
"1134","Baboon_1422",NA,"Baboon_1071"
"1135","Baboon_1510",NA,"Baboon_1071"
"1136","Baboon_1810",NA,"Baboon_1071"
"1137","Baboon_1312",NA,"Baboon_344"
"1138","Baboon_1773",NA,"Baboon_2027"
"1139","Baboon_590",NA,NA
"1140","Baboon_1109",NA,"Baboon_1834"
"1141","Baboon_1381",NA,"Baboon_397"
"1142","Baboon_1145",NA,"Baboon_1834"
"1143","Baboon_1434",NA,"Baboon_1834"
"1144","Baboon_1760",NA,"Baboon_346"
"1145","Baboon_2100",NA,"Baboon_235"
"1146","Baboon_1540",NA,"Baboon_346"
"1147","Baboon_2013",NA,"Baboon_2130"
"1148","Baboon_1103",NA,"Baboon_237"
"1149","Baboon_1673",NA,"Baboon_237"
"1150","Baboon_1231",NA,"Baboon_460"
"1151","Baboon_1959",NA,"Baboon_461"
"1152","Baboon_1547",NA,"Baboon_462"
"1153","Baboon_1088",NA,"Baboon_462"
"1154","Baboon_1644",NA,"Baboon_238"
"1155","Baboon_14",NA,NA
"1156","Baboon_1731",NA,"Baboon_352"
"1157","Baboon_227",NA,"Baboon_1037"
"1158","Baboon_1680",NA,"Baboon_1037"
"1159","Baboon_1779",NA,"Baboon_1597"
"1160","Baboon_226",NA,"Baboon_1566"
"1161","Baboon_1833",NA,"Baboon_1597"
"1162","Baboon_2113",NA,"Baboon_1566"
"1163","Baboon_1635",NA,"Baboon_1566"
"1164","Baboon_1972",NA,"Baboon_275"
"1165","Baboon_1861",NA,"Baboon_1669"
"1166","Baboon_2093",NA,NA
"1167","Baboon_1000",NA,"Baboon_1566"
"1168","Baboon_1594",NA,"Baboon_1669"
"1169","Baboon_1005",NA,"Baboon_1287"
"1170","Baboon_1655",NA,"Baboon_1287"
"1171","Baboon_1080",NA,"Baboon_361"
"1172","Baboon_1306",NA,NA
"1173","Baboon_2135",NA,"Baboon_1483"
"1174","Baboon_2064",NA,"Baboon_1483"
"1175","Baboon_2091",NA,"Baboon_1329"
"1176","Baboon_2010",NA,NA
"1177","Baboon_1839",NA,NA
"1178","Baboon_1637",NA,"Baboon_2101"
"1179","Baboon_1446",NA,"Baboon_2101"
"1180","Baboon_1919",NA,"Baboon_503"
"1181","Baboon_1192",NA,"Baboon_363"
"1182","Baboon_2099",NA,"Baboon_503"
"1183","Baboon_2000",NA,"Baboon_2126"
"1184","Baboon_1039",NA,"Baboon_1594"
"1185","Baboon_1134",NA,"Baboon_247"
"1186","Baboon_1277",NA,"Baboon_2126"
"1187","Baboon_1456",NA,NA
"1188","Baboon_298",NA,"Baboon_1875"
"1189","Baboon_1657",NA,"Baboon_365"
"1190","Baboon_30",NA,NA
"1191","Baboon_1844",NA,"Baboon_1875"
"1192","Baboon_31",NA,NA
"1193","Baboon_1038",NA,"Baboon_1875"
"1194","Baboon_1885",NA,"Baboon_367"
"1195","Baboon_2132",NA,"Baboon_1584"
"1196","Baboon_1642",NA,"Baboon_444"
"1197","Baboon_2045",NA,"Baboon_367"
"1198","Baboon_1616",NA,"Baboon_367"
"1199","Baboon_1325",NA,"Baboon_249"
"1200","Baboon_1722",NA,"Baboon_1636"
"1201","Baboon_1224",NA,"Baboon_1636"
"1202","Baboon_154",NA,NA
"1203","Baboon_1965",NA,"Baboon_1636"
"1204","Baboon_1653",NA,"Baboon_1636"
"1205","Baboon_1973",NA,"Baboon_250"
"1206","Baboon_1137",NA,"Baboon_374"
"1207","Baboon_1004",NA,"Baboon_251"
"1208","Baboon_1418",NA,"Baboon_492"
"1209","Baboon_2071",NA,"Baboon_251"
"1210","Baboon_1061",NA,"Baboon_378"
"1211","Baboon_221",NA,NA
"1212","Baboon_1702",NA,NA
"1213","Baboon_36",NA,NA
"1214","Baboon_1772",NA,"Baboon_492"
"1215","Baboon_1619",NA,NA
"1216","Baboon_348",NA,NA
"1217","Baboon_38",NA,NA
"1218","Baboon_2072",NA,"Baboon_378"
"1219","Baboon_1579",NA,"Baboon_1501"
"1220","Baboon_1555",NA,"Baboon_1501"
"1221","Baboon_1397",NA,"Baboon_381"
"1222","Baboon_1135",NA,"Baboon_381"
"1223","Baboon_326",NA,NA
"1224","Baboon_1946",NA,"Baboon_255"
"1225","Baboon_1313",NA,"Baboon_1324"
"1226","Baboon_2021",NA,"Baboon_1310"
"1227","Baboon_1221",NA,"Baboon_1607"
"1228","Baboon_1808",NA,"Baboon_255"
"1229","Baboon_166",NA,NA
"1230","Baboon_1816",NA,"Baboon_493"
"1231","Baboon_465",NA,NA
"1232","Baboon_1111",NA,"Baboon_300"
"1233","Baboon_1445",NA,NA
"1234","Baboon_1507",NA,"Baboon_562"
"1235","Baboon_1191",NA,"Baboon_494"
"1236","Baboon_223",NA,NA
"1237","Baboon_1665",NA,NA
"1238","Baboon_1227",NA,"Baboon_2035"
"1239","Baboon_1520",NA,"Baboon_2035"
"1240","Baboon_1664",NA,"Baboon_263"
"1241","Baboon_1264",NA,"Baboon_494"
"1242","Baboon_1311",NA,"Baboon_1721"
"1243","Baboon_1233",NA,"Baboon_263"
